AMC Name,AMC Launch Date,Mutual Fund Name,AUM,Type,Scheme Launch Date,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return,Exit Load Per,Exit Load Days
Tata,1995-06-30,Tata Dividend Yield Fund Direct   Growth,512.16704453,Equity,2021-05-20,0.63,Dividend Yield,13.7466,5000,150,37.596,7.0236298866,27.2105321549,30.675429266068,0.0,0.0,0.0,0.0,1.0,365
RELIANCE,1995-06-30,Nippon India Strategic Debt Fund Direct Growth,129.6707,Debt,2014-06-26,1.38,Medium Duration,14.332,5000,100,43.373,0.4885194427,7.6155734198,9.6408852454,30.055333817126,-1.446954178639,-1.908827815522,0.0,1.0,360
UNION_KBC,2009-12-30,Union Equity Savings Fund Direct   Growth,126.27650047,Hybrid,2018-08-09,1.32,Equity Savings,14.64,1000,1000,39.282342,2.7158774373,10.818933133,13.113496932515,29.499561018437,0.0,0.0,0.0,1.0,15
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Debt Hybrid Fund A Direct  Growth,236.99897936,Hybrid,2013-01-01,0.61,Conservative Hybrid,80.513,10000,500,148.198054,1.8874335729,10.8884144422,13.876390455604,29.632445115875,36.447587889204,45.163664766182,140.6178032337,0.0,0
UTI,2002-11-14,UTI Bond Fund Direct Growth,319.891,Debt,2013-01-01,1.29,Medium to Long Duration,68.8291,500,500,101.777579,0.3888382602,7.9469711438,25.752961514895,28.861178642638,29.214190552748,26.238469297531,92.915231762142,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Retirement Fund   Hybrid Conservative Plan Direct   Growth,54.35399856,Solution Oriented,2019-02-27,1.0,Retirement,14.8218,5000,100,48.119,2.3868773589,12.4021066051,14.39173951994,29.016776126683,41.263483162141,0.0,0.0,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Credit Risk Fund Direct Growth,1020.741,Debt,2015-04-17,0.68,Credit Risk,19.2868,100,100,92.684,0.5857111536,7.7657033876,15.995737841108,27.780467263069,32.776548901246,42.069057046163,0.0,1.0,1095
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Conservative Hybrid Fund Direct Growth,566.254,Hybrid,2013-01-02,0.67,Conservative Hybrid,44.394,1000,500,160.233898,1.5609718286,10.814710155,14.194165250403,27.253147164766,38.572850566131,49.597198016044,152.52620301455,1.0,180
HSBC,2002-05-27,HSBC Conservative Hybrid Fund Direct Growth,114.37240318,Hybrid,2013-01-11,1.33,Conservative Hybrid,54.1998,5000,1000,139.637025,1.2662491742,9.6550376037,12.646283725734,26.84188442621,35.837785211443,46.227933687523,133.66040296123,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Life Stage FoF The 50s Plus Floating Rate Direct Plan Growth,18.87623016,Other,2013-01-01,0.13,FoF Overseas/Domestic,51.122,5000,2000,129.303191,0.805902988,5.7583499695,16.509677992793,26.855171900395,36.543803418803,43.205297716424,0.0,1.0,365
Tata,1995-06-30,Tata Retirement Savings Fund Conservative Plan Direct Growth,164.76077776,Solution Oriented,2013-01-09,0.96,Retirement,30.4179,5000,500,172.645748,2.2107103194,10.8262180814,12.148521193647,26.689151255297,39.582130584192,46.961517866188,165.22087374414,1.0,1830
Baroda,1994-11-24,Baroda BNP Paribas Equity Savings Fund Direct   Growth,241.647,Hybrid,2019-07-25,1.49,Equity Savings,14.0459,5000,500,41.289,1.9562989796,12.1083242746,15.715806715806,26.603046594982,0.0,0.0,0.0,1.0,365
UTI,2002-11-14,UTI Fixed Term Income Fund   Series XXX   II (1107 Days) Direct   Growth,255.114,Debt,2018-08-20,0.35824209361516035,FMP,12.6748,5000,0,26.748,0.2919788889,4.182146967,14.005594682353,26.606201054818,0.0,0.0,0.0,0.0,0
UTI,2002-11-14,UTI Fixed Term Income Fund   Series XXIX   VIII (1127 Days) Direct   Growth,307.1599,Debt,2018-06-14,0.35824209361516035,FMP,12.765,5000,0,27.65,0.2788797675,4.1896226646,14.690026954177,26.57160988379,0.0,0.0,0.0,0.0,0
UTI,2002-11-14,UTI Fixed Term Income Fund Series XXIII XV (1176 Days) Direct Growth,168.0735,Debt,2016-02-04,0.04137242,FMP,12.8778,5000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IDFC,1999-12-20,Bandhan Asset Allocation Conservative Direct  Growth,6.4836,Other,2013-04-02,0.28,FoF Overseas/Domestic,29.667,1000,100,135.996857,1.8511732088,9.851798221,13.044205468568,25.890366306413,34.804150442197,42.218630142227,133.25541994792,1.0,365
IDBI,2010-03-29,IDBI Short Term Bond Fund Direct Growth,25.5995,Debt,2013-01-01,0.28,Short Duration,25.7972,5000,500,119.426603,0.4936530324,6.816280553,18.653853231267,24.920691041356,34.562310553691,39.855115685136,112.88317733868,0.0,0
RELIANCE,1995-06-30,Nippon India Japan Equity Fund Direct Growth,296.6836,Equity,2014-08-26,1.19,Sectoral / Thematic,17.7452,5000,100,77.385,1.8611034546,16.5029095351,-1.6462069042,22.161771288867,36.689732762075,37.283203442431,0.0,1.0,365
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Life Stage FoF The 40s Plan Direct Growth,16.29559477,Other,2013-01-01,0.5,FoF Overseas/Domestic,64.2417,5000,2000,138.767022,1.0777777953,5.7351227509,35.66180895927,24.712348020554,32.610230369085,36.298771561326,0.0,0.75,365
PEERLESS,2009-12-04,Navi Regular Savings Fund Direct Growth,27.129157,Hybrid,2013-01-02,0.39,Conservative Hybrid,27.7379,10,10,132.699887,1.6403508772,9.2593538451,13.039766837798,24.341266895894,31.890271664896,40.120828567541,123.44282316642,1.0,365
Sundaram,1996-02-26,Sundaram Low Duration Fund Direct Growth,403.45149658,Debt,2013-01-02,0.33,Low Duration,3208.4251,1000,1000,75.542308,0.6281222493,7.129830207,19.497524284871,24.358598055039,29.469180213396,29.779053266666,97.186430989208,0.0,0
Tata,1995-06-30,Tata Medium Term Fund Direct Growth,76.10913593,Debt,2013-01-01,0.45,Medium Duration,32.7645,5000,500,79.715654,-0.0576511283,2.5900749281,10.774333366015,24.053446213027,14.193453947253,17.644629879642,0.0,1.0,365
RELIANCE,1995-06-30,Nippon India Ultra Short Duration Fund Direct Growth,5335.5382,Debt,2012-12-31,0.37,Ultra Short Duration,3839.7254,100,100,106.78866,0.6147487701,7.1666444909,12.187021023686,23.837766266647,25.086494269961,33.239745713713,97.956791841993,0.0,0
Sundaram,1996-02-26,Sundaram Short Duration Fund Direct Growth,194.09522106,Debt,2013-01-01,0.28,Short Duration,41.0684,5000,250,103.025345,0.6551004953,7.3727911822,18.481870083112,23.649183654422,33.915686025165,33.918305992219,105.32122842188,0.0,0
BNP Paribas,2007-03-01,BNP Paribas Short Term Fund Direct Growth,247.5448,Debt,2013-01-02,0.35,Short Duration,26.9804,5000,500,105.104671,0.2102830648,5.315622401,13.589350537779,23.515512306811,33.465449417353,42.400021117651,0.0,0.0,0
HDFC,1999-12-10,HDFC Credit Risk Debt Fund Direct Growth,8513.8323,Debt,2014-03-25,0.95,Credit Risk,22.2054,100,100,121.841,0.6711683503,7.4238535664,11.864637540844,23.11641174773,35.681738949608,47.193359608264,0.0,0.5,540
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Credit Risk Fund Direct Plan Growth,7671.77330753,Debt,2013-01-02,0.92,Credit Risk,29.5714,100,100,145.920297,0.6983750072,7.5613960285,13.382862498943,23.090909849157,36.629850110634,48.637038902178,138.2634527519,1.0,365
RELIANCE,1995-06-30,Nippon IndiaRetirement Fund   Income Generation Scheme Direct Growth,171.3811,Solution Oriented,2015-02-11,1.05,Retirement,18.956,500,500,90.453,1.6177482779,13.8017985719,14.934974804622,23.240238646805,32.383136968685,51.577833135689,0.0,0.0,0
Tata,1995-06-30,Tata Dynamic Bond Direct Growth,145.9190196,Debt,2013-01-01,0.27,Dynamic Bond,38.2366,5000,500,126.359223,0.4407809019,5.6869850273,12.903235331461,23.763469051526,35.210082250684,38.233390815194,0.0,0.0,0
UTI,2002-11-14,UTI Short term Income Direct Growth,2374.568,Debt,2013-01-01,0.34,Short Duration,28.9309,500,500,111.360181,0.604287414,7.4778025964,16.301226623768,22.394623123447,37.496671738303,31.529322938934,103.63279159508,0.0,0
SBI,1987-06-29,SBI Credit Risk Fund Direct Growth,2773.0449,Debt,2013-01-02,0.9,Credit Risk,41.9765,5000,500,140.811205,0.5997519426,8.8889581337,13.594905093551,22.383647119596,34.094935373083,43.582201982503,129.41025220198,0.75,1080
Axis,2009-09-04,Axis Credit Risk Fund Direct Growth,535.702401,Debt,2014-07-15,0.8,Credit Risk,20.3556,5000,1000,103.411,0.6486887679,7.6772820632,12.68433473304,22.524199328984,33.891733916088,40.649136029538,0.0,1.0,360
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Medium Term Bond Fund Direct Plan Growth,6553.88102519,Debt,2013-01-23,0.74,Medium Duration,41.8108,5000,1000,136.402277,0.6080986813,7.8792474633,12.458794237377,21.883341687162,35.764158262218,46.388158746714,131.67894532765,1.0,365
UTI,2002-11-14,UTI Treasury Advantage Fund Direct Growth,3397.3086,Debt,2013-01-01,0.34,Low Duration,3125.9669,500,500,101.218842,0.6113891509,6.7976011473,16.316503065976,21.411558624322,32.066434066971,26.670835056919,92.187700842893,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Dynamic Bond Retail Fund Direct Growth,1654.6738,Debt,2013-01-01,0.64,Dynamic Bond,42.1521,1000,1000,116.839929,0.5877033279,7.6085014269,14.234304543877,21.649847487511,24.143252181441,35.601333007372,109.15089752622,1.0,90
IDFC,1999-12-20,Bandhan Regular Savings Fund Direct Plan Growth,141.4813,Hybrid,2013-01-01,1.16,Conservative Hybrid,29.8896,1000,100,131.712598,1.100206141,7.6840701891,9.833157400891,21.23345308606,30.3725489343,38.944400910654,127.40622130482,1.0,365
UTI,2002-11-14,UTI Banking & PSU Debt Fund Direct Growth,975.134,Debt,2014-02-03,0.23,Banking and PSU,19.2407,500,500,92.512,0.4974968548,6.9843951452,16.945394461082,21.173515952993,31.53050975998,32.707407024437,0.0,0.0,0
DSP,1996-12-16,DSP Global Allocation Fund Direct Growth,70.0507,Other,2014-08-21,1.38,FoF Overseas/Domestic,18.3402,100,100,83.694,2.4255062896,11.166652546,1.645077218474,22.034731541394,45.554384602584,48.362866880966,0.0,0.0,0
Axis,2009-09-04,Axis Strategic Bond Fund Direct  Growth,1898.228404,Debt,2013-01-07,0.34,Medium Duration,26.0201,5000,1000,139.536168,0.5959696682,8.0215146585,12.596848084235,21.278766896693,34.705854953654,44.736695768225,134.10264251408,1.0,360
IDBI,2010-03-29,IDBI Dynamic Bond Fund Direct Growth,16.0149,Debt,2013-01-01,0.42,Dynamic Bond,19.9218,5000,500,83.237829,1.1638889735,2.6738133278,8.970670284107,21.139041920537,28.908646193267,33.909162403963,0.0,0.0,0
LIC,1994-04-20,LIC MF Debt Hybrid Fund Direct Growth,60.7754,Hybrid,2013-01-09,1.33,Conservative Hybrid,77.0558,5000,1000,119.050743,1.3715012456,7.6878811971,11.388848951893,20.792211963317,32.915303494809,43.019538057122,110.67123492542,1.0,90
HSBC,2002-05-27,HSBC Medium Duration Fund Direct Growth,692.77757367,Debt,2015-02-02,0.4,Medium Duration,18.9263,5000,1000,89.384,0.6125452237,7.9670940488,11.123889547369,20.882375469144,31.608061153578,41.3334527381,0.0,0.0,0
HSBC,2002-05-27,HSBC Credit Risk Fund Direct Growth,200.90977417,Debt,2013-01-01,0.85,Credit Risk,26.8581,5000,1000,108.382805,0.719229917,7.2473505299,12.558131726071,20.672633430979,23.472319422446,30.012702044932,105.37617938978,2.0,730
Edelweiss,2008-04-30,BHARAT Bond FOF   April 2023 Direct   Growth,3196.3036,Other,2019-12-27,0.06,FoF Overseas/Domestic,12.3105,1000,500,20.633,0.6004353156,4.4414430794,8.774413446105,0.0,0.0,0.0,0.0,0.1,30
HDFC,1999-12-10,HDFC Dynamic Debt Fund Direct Plan Growth,637.8106,Debt,2013-01-01,0.49,Dynamic Bond,84.2967,100,100,119.437506,0.614502302,8.0932034658,9.638813960163,20.227549788087,32.536167607325,37.879114525659,111.70429924166,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Gilt Investment PF & Trust Direct Growth,2415.8054,Debt,2013-01-21,0.4,Gilt,95.3929,5000,100,131.459448,0.6367663927,9.2532487933,11.718698890664,16.205322750371,30.444645107785,51.162342229844,130.45434390754,0.0,0
HDFC,1999-12-10,HDFC Medium Term Debt Fund Direct Plan Growth,4255.517,Debt,2013-01-01,0.58,Medium Duration,52.146,100,100,130.038318,0.6099889303,7.7610281663,11.205920784776,20.185358818827,32.127037191809,44.746961877809,123.97734883481,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Medium Term Fund Direct Growth,2091.4111,Debt,2014-03-21,0.61,Medium Duration,21.1621,100,100,111.455,0.6645751908,6.8677792041,11.441671717304,20.183126449324,31.082044447199,39.468390330772,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential All Seasons Bond Fund Direct Plan Growth,10600.49266594,Debt,2013-01-02,0.62,Dynamic Bond,33.8007,5000,100,169.819166,0.6621392696,8.9220708096,13.097507944472,20.131392878207,36.063825506056,50.520425243963,157.88478113297,0.25,30
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Floating Interest Fund Direct Plan  Growth,11158.24272457,Debt,2013-01-01,0.62,Floater,395.7967,500,100,131.47886,0.9512503674,9.1885035141,12.160125435358,19.861842744088,32.066465349725,43.463554737807,121.35995507875,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Short Term Direct Fund  Growth,6048.91373689,Debt,2013-01-01,0.39,Short Duration,43.9797,1000,1000,141.314268,0.6269506339,7.4257232117,11.871849702153,19.556168587378,32.596009944964,45.993488588418,128.95913221074,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Short Term Fund Direct Plan Growth,17968.36466835,Debt,2013-01-01,0.4,Short Duration,55.9715,5000,1000,138.569138,0.6967932391,8.3734184694,12.835759481543,19.504989201279,34.363568675017,47.375298351361,130.54060514148,0.0,0
DSP,1996-12-16,DSP Credit Risk Direct Plan Growth,195.9282,Debt,2013-01-01,0.4,Credit Risk,37.8968,100,100,107.880075,0.6934141608,7.5301606771,16.855811657255,24.521763146992,29.019268505396,26.92302536329,100.81659057527,1.0,360
Tata,1995-06-30,Tata Income Fund Direct Growth,52.3105789,Debt,2013-01-01,1.14,Medium to Long Duration,72.1992,5000,500,106.982438,-0.4891522326,0.4965027665,6.174357285082,19.009997280212,32.307844549387,33.161438823444,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Global Advantage Fund (FOF) Direct   Growth,372.21243606,Other,2019-10-07,0.43,FoF Overseas/Domestic,13.7842,100,100,38.692,3.3600596681,12.1288130108,-2.233876823088,19.416915645637,0.0,0.0,0.0,1.0,30
RELIANCE,1995-06-30,Nippon India Corporate Bond Fund Direct Growth,2438.2761,Debt,2012-12-31,0.34,Corporate Bond,53.6696,1000,100,124.65045,0.6255322182,7.6979132163,11.792727068134,19.404802179409,30.958582423832,41.656742862122,116.43643845564,0.0,0
Sundaram,1996-02-26,Sundaram Short Term Debt Fund Direct Plan Growth,361.73964594,Debt,2013-01-08,0.28,Short Duration,39.0994,5000,250,99.166645,0.2672123749,13.6204206054,24.916614484159,19.27276055092,27.866911721422,36.488797972534,0.0,0.0,0
Invesco,2006-07-24,Invesco India Credit Risk Fund Direct Growth,135.4527,Debt,2014-09-04,0.28,Credit Risk,1772.9108,1000,1000,77.13868,0.5571557361,10.6646494405,13.798677499699,19.25128163769,31.509636304176,24.023956952429,0.0,4.0,365
UTI,2002-11-14,UTI Ultra Short Term Fund Direct Growth,2215.9726,Debt,2013-01-01,0.42,Ultra Short Duration,3946.0258,500,500,113.191814,0.6055067727,6.8191156325,13.974771381207,18.955306871617,27.267502959289,32.363532140024,102.53981073759,0.0,0
SBI,1987-06-29,SBI Magnum Medium Duration Fund Direct  Growth,7136.5291,Debt,2013-01-28,0.68,Medium Duration,47.2775,5000,500,149.600633,0.5431130543,8.0247576442,11.270462867955,18.888676550461,34.241705824732,48.144921996171,151.85023410908,1.5,360
Sundaram,1996-02-26,Principal Large Cap Fund Direct   Growth,533.6569,Equity,2020-10-19,0.5,Large Cap,14.9491,5000,500,49.491,1.2811653117,28.3184549356,0.0,0.0,0.0,0.0,0.0,1.0,365
IIFL,2010-03-22,360 ONE Dynamic Bond Fund Direct Growth,803.5142655,Debt,2013-06-24,0.27,Dynamic Bond,20.0924,10000,1000,101.274,0.6259311476,7.0612077724,11.169166869186,18.98931736357,29.160062374464,39.626227870581,108.29349063438,0.0,0
HDFC,1999-12-10,HDFC Floating Rate Debt Fund Direct Plan Growth,14406.8473,Debt,2013-01-01,0.26,Floater,43.6354,100,100,121.894438,0.7939372903,7.8763578006,11.503312478881,18.453242105492,29.676954542612,40.6915374677,112.90018280106,0.0,0
UTI,2002-11-14,UTI Medium Term Fund Direct Growth,45.3049,Debt,2015-03-31,0.96,Medium Duration,16.8457,500,500,68.579,0.5457343258,7.1376820805,13.255804579168,18.288601199873,19.625750415123,27.480546586105,0.0,1.0,365
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Feeder Franklin US Opportunities Direct Fund Growth,3291.10678033,Other,2013-01-02,0.55,FoF Overseas/Domestic,57.172,5000,500,400.477733,5.3899915313,21.0309958325,-10.244707150546,23.106194141941,63.953948285723,81.51560974073,293.75726098544,1.0,365
HSBC,2002-05-27,HSBC Managed Solutions India Conservative Fund Direct  Growth,32.73731294,Other,2014-04-30,0.54,FoF Overseas/Domestic,19.3817,5000,1000,93.922,0.964757457,7.9515470001,10.258130543552,18.135630391344,28.96065118073,36.357371885019,0.0,1.0,365
RELIANCE,1995-06-30,Nippon India Short Term Fund Direct Growth,6113.9676,Debt,2012-12-31,0.36,Short Duration,48.9398,100,100,128.222382,0.5830442106,7.2558608741,10.961471270209,18.246262161273,31.642257865681,43.820925192393,120.9783890513,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Banking & PSU Debt Direct Growth,8126.89130995,Debt,2013-03-13,0.39,Banking and PSU,29.308,500,100,127.147345,0.734800871,7.9677896297,12.149564924321,18.059217687897,30.812184781977,43.486377891023,122.6076445904,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Debt Management Fund (FOF) Direct Plan   Growth,147.1172424,Other,2013-01-03,0.41,FoF Overseas/Domestic,40.0773,100,100,129.895888,0.6455308015,8.250638972,11.202125794038,18.131186262361,30.236285844151,41.569593502066,124.7180234573,0.25,15
RELIANCE,1995-06-30,Nippon India Low Duration Fund Direct Growth,7092.835,Debt,2012-12-31,0.38,Low Duration,3429.584,500,100,118.061239,0.6185744711,6.9767890711,11.363376051185,17.8470884759,28.690067749798,37.637763054156,108.32221032971,0.0,0
HDFC,1999-12-10,HDFC Low Duration Fund Direct Plan Growth,14539.0819,Debt,2013-01-01,0.43,Low Duration,54.0272,100,100,118.829781,0.7142510445,7.474306387,11.452624185268,17.877689431928,28.502489102732,39.487959127741,110.24629773967,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Corporate Bond Fund Direct Plan  Growth,21926.35392966,Debt,2013-01-02,0.32,Corporate Bond,26.8089,100,100,130.719596,0.7637694846,8.0996972755,12.07138971419,17.788030188413,32.028415365199,44.548732175433,121.41504832296,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Low Duration Fund Direct Growth,11279.47746454,Debt,2013-01-01,0.39,Low Duration,628.2132,100,100,126.079982,0.6651746681,7.2986066615,11.730913258287,17.806450232047,29.057146453573,40.822928416476,116.55292658398,0.0,0
Axis,2009-09-04,Axis Corporate Debt Fund Direct   Growth,4813.827502,Debt,2017-07-13,0.24,Corporate Bond,15.4021,5000,1000,53.915,0.6644909385,7.3917988292,11.244019138755,17.923552531776,33.665945861449,42.487502314386,0.0,0.0,0
IDFC,1999-12-20,Bandhan Credit Risk Fund Direct   Growth,434.3501,Debt,2017-03-03,0.65,Credit Risk,15.336,1000,100,52.986,0.3048760499,6.7972551292,10.379509379509,17.693307792317,27.898674915353,39.733659712834,0.0,1.0,365
Sundaram,1996-02-26,Sundaram Low Duration Fund(Ex) Direct Growth,549.95186412,Debt,2013-01-02,0.21,Low Duration,30.2653,1000,1000,93.416924,0.3381592863,12.5870015661,20.06275810361,17.55249318346,26.647361835855,35.858347810083,0.0,0.0,0
ESCORTS,1996-04-15,Quant Dynamic Bond Fund Direct Growth,13.1901325,Debt,2013-01-07,0.11,Dynamic Bond,65.4718,5000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Ultra Short Term Fund Direct Growth,12657.42345917,Debt,2013-01-10,0.39,Ultra Short Duration,25.958,5000,1000,127.118837,0.6089798326,7.0186158464,11.559997073418,17.586246002404,27.376143723403,38.833365469074,124.11637558361,0.0,0
SBI,1987-06-29,SBI Magnum Income Direct Plan Growth,1603.8264,Debt,2013-01-01,0.8,Medium to Long Duration,65.1496,5000,500,129.73668,0.478229319,8.5890163025,11.07033128734,17.699131015439,34.193642641382,48.42171142467,120.88793450907,1.0,365
Edelweiss,2008-04-30,Edelweiss Government Securities Fund Direct Growth,139.1979,Debt,2014-02-13,0.67,Gilt,22.165,5000,100,122.052,0.3633931154,7.5682195816,10.326529801061,17.723901368352,30.767282856419,50.482515586879,0.0,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Floating Rate Fund Direct   Growth,4296.8068,Debt,2019-05-14,0.22,Floater,1320.6571,100,100,31.80972,0.7250830596,7.3072736999,10.738014439071,17.460530201616,29.880782569589,0.0,0.0,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Floating Rate Fund Direct Growth,284.86358305,Debt,2013-01-30,0.2,Floater,37.7427,1000,500,100.53087,0.7466240075,7.9164995129,11.559162877497,17.216791008773,25.985434668432,35.740648630724,92.966536350919,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Gilt Fund Direct Plan Growth,3585.31613592,Debt,2013-01-01,0.56,Gilt,93.9731,5000,1000,141.044202,0.8052374212,9.7864602433,13.301280506031,17.28225474417,33.83005530997,50.646638760504,136.11047620004,0.0,0
Invesco,2006-07-24,Invesco India Arbitrage Fund Direct Growth,5155.0723,Hybrid,2012-12-31,0.38,Arbitrage,29.7418,1000,500,99.65027,0.6885510579,7.4503473064,12.281046814659,17.097685280148,24.057404110562,32.428622412562,90.878284968396,0.5,15
HSBC,2002-05-27,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund Direct Growth,8.31650904,Other,2014-02-24,1.28,FoF Overseas/Domestic,19.6456,5000,1000,95.624,2.2982915771,6.9164721893,-0.695956750172,19.759775202483,30.788310724529,34.07352578337,0.0,1.0,365
HDFC,1999-12-10,HDFC Short Term Debt Fund Direct Plan Growth,12320.4485,Debt,2013-01-01,0.29,Short Duration,28.2683,100,100,127.033107,0.6302655661,7.3960067188,10.841180877225,17.350231084498,31.729236391434,43.828344877778,120.02974174511,0.0,0
Axis,2009-09-04,Axis All Seasons Debt FoF Direct   Growth,170.6735,Other,2020-01-28,0.22,FoF Overseas/Domestic,12.4775,5000,1000,24.825,0.5390422935,7.0743302384,10.675178436848,17.482352941176,0.0,0.0,0.0,1.0,360
KOTAK_MAHINDRA,1994-08-05,Kotak Low Duration Fund Direct Growth,9351.184,Debt,2013-01-01,0.42,Low Duration,3143.896,100,100,124.916494,0.662519944,7.3961772566,11.290065753965,17.23355376557,29.048348043632,40.137366885182,117.93465988506,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Corporate Debt Fund Direct Growth,753.93121834,Debt,2013-01-01,0.21,Corporate Bond,91.585,10000,500,135.220746,0.5585008799,6.7040773268,10.033561403424,17.41335522434,28.068420456183,41.705303472436,123.03282223462,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Savings Fund Direct Plan  Growth,18077.1599995,Debt,2013-01-01,0.4,Low Duration,475.8142,100,100,121.45478,0.7571358832,8.0974143233,11.210050583888,17.135724465944,27.962248306557,39.124510958253,111.72032565249,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Floating Rate Direct Fund Growth,12326.07882851,Debt,2013-01-01,0.23,Floater,307.9432,1000,1000,125.178984,0.7011469563,7.3712894188,11.461623883176,17.098617430105,28.433585906674,39.997623771029,115.46345455131,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Corporate Bond Fund Direct Growth,17607.71344398,Debt,2013-01-01,0.31,Corporate Bond,98.2735,100,100,130.871525,0.6724726135,7.3540941552,10.784933253591,17.150275822485,31.672371152824,45.027911999279,122.74265930366,0.0,0
RELIANCE,1995-06-30,Nippon India Floating Rate Fund Direct Growth,7251.1681,Debt,2012-12-31,0.3,Floater,40.6944,5000,100,124.190534,0.7107866204,7.116929642,10.588721608215,17.131565909693,31.204284769387,43.206085364135,116.42300220868,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Equity Arbitrage Fund Direct Growth,22512.6529,Hybrid,2012-12-31,0.43,Arbitrage,34.4513,100,100,102.696302,0.6994664739,7.1449924331,11.698366786455,16.838545150785,23.478051791456,32.281602854166,93.399508743135,0.25,30
DHFL_PRAMERICA,2010-05-13,PGIM India Corporate Bond Direct Plan Growth,47.4018,Debt,2013-01-01,0.25,Corporate Bond,41.2214,5000,1000,115.359619,0.5964205009,6.7462516508,10.528616052875,17.165774185113,30.240214338296,41.814941722054,110.65482456589,0.0,0
Axis,2009-09-04,Axis Short Term Direct Fund Growth,7511.861804,Debt,2013-01-01,0.34,Short Duration,28.7932,5000,1000,129.683547,0.5685729762,7.269270911,11.141921431109,17.09688969906,31.338338315496,44.28634458416,122.84324885203,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Credit Risk Fund Direct Growth,1063.0111,Debt,2013-01-01,0.74,Credit Risk,28.1461,100,100,128.649743,0.757334098,6.5498773864,8.776641025244,17.136892633473,26.801082543978,37.849566765229,122.0012793278,1.0,365
Edelweiss,2008-04-30,Edelweiss Arbitrage Fund Direct Growth,5304.8765,Hybrid,2014-06-27,0.38,Arbitrage,17.9223,5000,100,78.913,0.701312005,7.075186575,11.677538154239,16.738222628213,23.955908435871,32.946684005201,0.0,0.1,30
Tata,1995-06-30,Tata Arbitrage Fund Direct   Growth,6466.64820504,Hybrid,2018-12-18,0.29,Arbitrage,13.0164,5000,150,29.946,0.6677822193,7.0404204318,11.265615768608,16.640785587979,24.29195879444,0.0,0.0,0.25,30
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Retirement Fund   Pure Debt Plan Direct   Growth,167.07571823,Solution Oriented,2019-02-27,1.25,Retirement,14.0472,5000,100,40.436,0.6276870163,7.0739108556,10.34233498071,16.844995423912,32.314533908684,0.0,0.0,0.0,0
RELIANCE,1995-06-30,Nippon India Arbitrage Fund Direct Growth,9219.9584,Hybrid,2012-12-31,0.34,Arbitrage,24.7908,5000,100,103.62109,0.6585101969,7.0323548874,11.453032254577,16.471274808334,23.309383345956,32.525610611602,93.181427880036,0.25,30
Axis,2009-09-04,Axis Ultra Short Term Fund Direct   Growth,5069.3329,Debt,2018-09-10,0.31,Ultra Short Duration,13.5329,5000,1000,35.158,0.6141454445,7.0660181562,11.405280207054,16.589893552783,25.292470845616,0.0,0.0,0.0,0
