AMC Name,AMC Launch Date,Rank,Mutual Fund Name,AUM,Type,Scheme Launch Date,Exit Load,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return
DSP,1996-12-16T00:00:00.457Z,10.0,DSP Dynamic Asset Allocation Fund Direct Growth,3501.9924,Hybrid,06-Feb-2014,Exit load of 1% if units in excess of 10% are redeemed within 12 months,0.71,Dynamic Asset Allocation,24.063,100,100.0,141.65,2.8867032827,12.6468394555,13.546659148576,37.285535734575,49.693365545437,60.981946572513,
LIC,1994-04-20T00:00:00.045Z,20.0,LIC MF Healthcare Fund Direct   Growth,52.4329,Equity,28-Feb-2019,Exit load of 1% if redeemed within 12 months.,1.24,Sectoral / Thematic,20.38,5000,500.0,97.1,6.1961206897,13.0808950086,-3.71275036639,42.105263157894,98.289738430583,,
MOTILAL_OSWAL,2009-12-29T00:00:00.513Z,19.0,Motilal Oswal Balance Advantage Fund Direct Growth,632.702,Hybrid,27-Sep-2016,"Exit load of 1%, if redeemed within 1 year.",1.18,Dynamic Asset Allocation,19.0226,500,500.0,85.119,5.1997795066,17.4076564006,15.192527877339,31.595259929055,47.244714528881,47.915334952697,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.157Z,3.0,ICICI Prudential Regular Savings Fund Direct Growth,3269.71458079,Hybrid,03-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 1 year",0.92,Conservative Hybrid,66.7267,5000,100.0,189.794644,1.9775697339,11.1184666845,18.990299839339,35.231555892033,46.943138751476,58.492070082205,193.26379834854
UTI,2002-11-14T00:00:00.004Z,8.0,UTI Focussed Equity Fund Series VI (1150 Days) Direct   Growth,410.158,Equity,12-Feb-2018,Nil,,Multi Cap,13.7253,5000,0.0,,,,,,,,
HDFC,1999-12-10T00:00:00.558Z,2.0,HDFC Retirement Savings Fund   Hybrid Debt Plan Direct Growth,153.0793,Solution Oriented,26-Feb-2016,Nil,0.99,Retirement,20.1107,100,100.0,101.65,2.0800745162,13.0027403094,16.553282739247,34.616411653181,44.321264215626,54.601631501472,
HSBC,2002-05-27T00:00:00.568Z,21.0,HSBC Balanced Advantage Fund Direct Growth,1430.7388068,Hybrid,01-Jan-2013,Exit load of 1% if units in excess of 10% are redeemed or switched-out within 1 year,0.78,Dynamic Asset Allocation,38.412,5000,1000.0,217.553588,3.1606908567,14.2814594192,16.100335864927,35.024809093148,48.255476990842,53.143085212532,234.14612906035
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.201Z,11.0,Franklin India Pension Direct Plan Growth,460.40664058,Solution Oriented,01-Jan-2013,Exit load of 3% if redeemed before the age of 58 yrs.,1.49,Retirement,188.6484,500,500.0,176.991302,2.6586631624,12.9474698594,14.651269844154,34.413323164713,41.342049849912,49.247408309179,176.50737399352
BIRLA_SUN_LIFE,1994-12-23T00:00:00.074Z,4.0,Aditya Birla Sun Life International Equity Fund Direct Growth,107.4269,Equity,01-Jan-2013,1% for redemption within 30 days.,1.73,Sectoral / Thematic,33.6737,1000,1000.0,185.810085,4.5034401065,11.9138307836,5.810394702908,34.608649593055,53.293539863243,60.514060540927,140.62137870609
RELIANCE,1995-06-30T00:00:00.995Z,6.0,Reliance Focused Large Cap Fund Direct   Growth,1376.363,Equity,01-Jan-2013,Exit load of 1% if redeemed within 1 year,1.36,Focused,31.0443,5000,100.0,,,,,,,,
IDBI,2010-03-29T00:00:00.494Z,29.0,IDBI Credit Risk Fund Direct Growth,23.1536,Debt,03-Mar-2014,Exit load of 1% if units in excess of 10% are redeemed within 12 months,0.61,Credit Risk,17.5542,5000,500.0,74.979814,0.4756725816,7.2226599962,22.342568391705,33.232383034277,20.822549559471,20.691291134366,
Edelweiss,2008-04-30T00:00:00.112Z,15.0,Edelweiss ASEAN Equity Off Shore Fund Direct Growth,66.1775,Other,01-Jan-2013,"Exit load of 1%, if redeemed within 90 days",1.62,FoF Overseas/Domestic,27.581,5000,100.0,94.733858,4.6826183037,13.7539850122,13.989959756046,32.530992233852,20.657854288349,30.126929999052,69.808405438813
Baroda,1994-11-24T00:00:00.770Z,22.0,Baroda Conservative Hybrid Fund Direct Growth,29.4772,Hybrid,02-Jan-2013,Nil,1.2,Conservative Hybrid,32.6754,5000,500.0,121.850914,-1.0144255679,4.2379127594,17.331997284804,33.064644234724,43.03333596028,52.307046784307,
Sundaram,1996-02-26T00:00:00.501Z,17.0,Sundaram Debt Oriented Hybrid Fund Direct Plan Growth,29.6423605,Hybrid,08-Jan-2013,Nil,1.26,Conservative Hybrid,27.6014,5000,250.0,131.128518,1.5913582646,10.272514159,19.818799057236,32.883932853717,41.363000908191,42.339070125866,140.68366416193
IDFC,1999-12-20T00:00:00.547Z,9.0,Bandhan Equity Savings Fund Direct  Growth,86.5476,Hybrid,01-Jan-2014,"For units in excess of 10% of the investment, 0.25% will be charged for redemption within 7 days",0.38,Equity Savings,29.253,1000,100.0,99.53159,1.7479108635,9.7746055597,14.461417939678,32.586206896551,39.75131516021,44.663366336633,
RELIANCE,1995-06-30T00:00:00.445Z,6.0,Nippon India Hybrid Bond Fund Direct Growth,773.3449,Hybrid,31-Dec-2012,"For units in excess of 10% of the investment, 1% will be charged for redemption within 12 months.",1.14,Conservative Hybrid,53.4142,5000,100.0,110.30485,1.2502485913,10.9758046937,17.703943457295,32.701487683726,17.636081966058,22.738105624715,110.57076456454
Axis,2009-09-04T00:00:00.672Z,7.0,Axis Retirement Savings Fund   Conservative Plan Direct   Growth,78.631301,Solution Oriented,20-Dec-2019,Nil,0.51,Retirement,13.8206,5000,1000.0,38.623,2.3395396223,9.8944047185,10.9942990744,33.15818796588,,,
CANARA_ROBECO,1987-12-19T00:00:00.360Z,18.0,Canara Robeco Conservative Hybrid Fund Direct Growth,1084.1106,Hybrid,02-Jan-2013,Exit load of 1% will be charged for any redemption more than 10% of units allotted are redeemed within 1 year.,0.55,Conservative Hybrid,91.0621,5000,1000.0,167.482077,1.6922144319,10.1434197457,14.141378766919,32.386626570168,48.768400632509,60.559836728948,167.54481116864
RELIANCE,1995-06-30T00:00:00.282Z,6.0,Nippon India Credit Risk Fund Direct Growth,1014.6594,Debt,31-Dec-2012,Exit load of 1% if units in excess of 10% are redeemed within 12 months,0.91,Credit Risk,32.4762,500,100.0,109.226453,0.7562064832,8.2669256234,13.435147599218,31.952008134214,21.092921873367,26.114454084647,100.84003961867
Quantum,2005-09-19T00:00:00.103Z,33.0,Quantum Multi Asset Fund of Funds Direct Growth,52.3847,Other,11-Jul-2012,Exit load of 1% if redeemed within 90 days,0.1,FoF Overseas/Domestic,26.858,500,500.0,169.301,2.6373860912,13.2835274668,17.268903171866,33.249382740483,44.69368895002,54.781364232016,151.9468976873
Invesco,2006-07-24T00:00:00.693Z,16.0,Invesco India Equity Savings Fund Direct   Growth,129.4763,Hybrid,07-Mar-2019,Exit load of 0.25% if redeemed within 1 month.,0.72,Equity Savings,14.4968,1000,500.0,44.897,1.7356503423,12.6410958052,13.307892617239,31.18786781349,42.388121302647,,
HDFC,1999-12-10T00:00:00.398Z,2.0,HDFC Fixed Maturity Plan   1141 Days   August 2018 (1) Direct   Growth,276.9642,Debt,14-Aug-2018,Nil,0.14999989,FMP,13.0564,5000,0.0,30.564,0.3589629277,9.1913277728886,20.657979853987,31.40499194847,,,
DSP,1996-12-16T00:00:00.035Z,10.0,DSP Regular Savings Direct Plan Growth,186.041,Hybrid,02-Jan-2013,Nil,0.5,Conservative Hybrid,53.233,100,100.0,131.518203,1.739969615,10.7139143635,13.002540694626,31.248212683292,41.443365798968,40.245460508465,131.72578890098
Axis,2009-09-04T00:00:00.589Z,7.0,Axis Regular Saver Fund Direct  Growth,443.767303,Hybrid,04-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 1 month.",0.84,Conservative Hybrid,29.3681,500,100.0,149.765673,1.4851024048,9.5233131301,12.987337202201,31.463606463606,45.557100376529,43.03551285542,147.85077594487
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.261Z,11.0,Franklin India Feeder   Templeton European Opportunities Fund Direct Growth,18.55417872,Other,16-May-2014,Exit load of 1% if redeemed within one year.,0.52,FoF Overseas/Domestic,11.1451,5000,500.0,12.157,6.4178835407,19.9706911121,5.495983595763,31.436038063094,13.304777395011,3.120546509382,
UTI,2002-11-14T00:00:00.019Z,8.0,UTI Dynamic Bond Fund Direct Growth,521.5372,Debt,01-Jan-2013,Nil,0.8,Dynamic Bond,28.6323,500,500.0,128.447788,0.6668025814,7.1690784378,27.815713367609,30.669799698863,39.157539771236,37.198907732106,120.67267683773
BIRLA_SUN_LIFE,1994-12-23T00:00:00.958Z,4.0,Aditya Birla Sun Life Global Emerging Opportunities Fund Direct Growth,253.6354,Other,02-Jan-2013,0.25% for redemption within 28 days,0.63,FoF Overseas/Domestic,21.0292,100,100.0,56.782555,3.9671027964,8.4056524669,-0.705366819018,29.518453643096,61.055447284955,56.474056253526,71.405680635085
Tata,1995-06-30T00:00:00.546Z,14.0,Tata Dividend Yield Fund Direct   Growth,512.16704453,Equity,20-May-2021,"For units in excess of 12% of the investment,1% will be charged for redemption within 365 days",0.63,Dividend Yield,13.7466,5000,150.0,37.596,7.0236298866,27.2105321549,30.675429266068,,,,
RELIANCE,1995-06-30T00:00:00.158Z,6.0,Nippon India Strategic Debt Fund Direct Growth,129.6707,Debt,26-Jun-2014,Exit load of 1% if redeemed within 12 months,1.38,Medium Duration,14.332,5000,100.0,43.373,0.4885194427,7.6155734198,9.6408852454,30.055333817126,-1.446954178639,-1.908827815522,
UNION_KBC,2009-12-30T00:00:00.035Z,27.0,Union Equity Savings Fund Direct   Growth,126.27650047,Hybrid,09-Aug-2018,1% exit load if redeemed within 15 days.,1.32,Equity Savings,14.64,1000,1000.0,39.282342,2.7158774373,10.818933133,13.113496932515,29.499561018437,,,
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.850Z,11.0,Franklin India Debt Hybrid Fund A Direct  Growth,236.99897936,Hybrid,01-Jan-2013,Nil,0.61,Conservative Hybrid,80.513,10000,500.0,148.198054,1.8874335729,10.8884144422,13.876390455604,29.632445115875,36.447587889204,45.163664766182,140.6178032337
UTI,2002-11-14T00:00:00.603Z,8.0,UTI Bond Fund Direct Growth,319.891,Debt,01-Jan-2013,Nil,1.29,Medium to Long Duration,68.8291,500,500.0,101.777579,0.3888382602,7.9469711438,25.752961514895,28.861178642638,29.214190552748,26.238469297531,92.915231762142
ICICI_PRUDENTIAL,1993-10-12T00:00:00.336Z,3.0,ICICI Prudential Retirement Fund   Hybrid Conservative Plan Direct   Growth,54.35399856,Solution Oriented,27-Feb-2019,Nil,1.0,Retirement,14.8218,5000,100.0,48.119,2.3868773589,12.4021066051,14.39173951994,29.016776126683,41.263483162141,,
BIRLA_SUN_LIFE,1994-12-23T00:00:00.330Z,4.0,Aditya Birla Sun Life Credit Risk Fund Direct Growth,1020.741,Debt,17-Apr-2015,"For units in excess of 15% of the investment, exit load of 3% if redeemed within 1 year, 2% if redeemed after 1 year but within 2 years, 1% if redeemed after 2 years but within 3 years.",0.68,Credit Risk,19.2868,100,100.0,92.684,0.5857111536,7.7657033876,15.995737841108,27.780467263069,32.776548901246,42.069057046163,
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15T00:00:00.102Z,25.0,Baroda BNP Paribas Conservative Hybrid Fund Direct Growth,566.254,Hybrid,02-Jan-2013,Exit load of 1% if redeemed within 6 months,0.67,Conservative Hybrid,44.394,1000,500.0,160.233898,1.5609718286,10.814710155,14.194165250403,27.253147164766,38.572850566131,49.597198016044,152.52620301455
HSBC,2002-05-27T00:00:00.388Z,21.0,HSBC Conservative Hybrid Fund Direct Growth,114.37240318,Hybrid,11-Jan-2013,Nil,1.33,Conservative Hybrid,54.1998,5000,1000.0,139.637025,1.2662491742,9.6550376037,12.646283725734,26.84188442621,35.837785211443,46.227933687523,133.66040296123
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.089Z,11.0,Franklin India Life Stage FoF The 50s Plus Floating Rate Direct Plan Growth,18.87623016,Other,01-Jan-2013,Exit load of 1% if redeemed within 1 year,0.13,FoF Overseas/Domestic,51.122,5000,2000.0,129.303191,0.805902988,5.7583499695,16.509677992793,26.855171900395,36.543803418803,43.205297716424,
Tata,1995-06-30T00:00:00.723Z,14.0,Tata Retirement Savings Fund Conservative Plan Direct Growth,164.76077776,Solution Oriented,09-Jan-2013,Exit load of 1% if redeemed before 61 months.,0.96,Retirement,30.4179,5000,500.0,172.645748,2.2107103194,10.8262180814,12.148521193647,26.689151255297,39.582130584192,46.961517866188,165.22087374414
Baroda,1994-11-24T00:00:00.433Z,22.0,Baroda BNP Paribas Equity Savings Fund Direct   Growth,241.647,Hybrid,25-Jul-2019,"For units more than 10% of the investments, an exit load of 1% if redeemed within one year.",1.49,Equity Savings,14.0459,5000,500.0,41.289,1.9562989796,12.1083242746,15.715806715806,26.603046594982,,,
UTI,2002-11-14T00:00:00.299Z,8.0,UTI Fixed Term Income Fund   Series XXX   II (1107 Days) Direct   Growth,255.114,Debt,20-Aug-2018,Nil,,FMP,12.6748,5000,0.0,26.748,0.2919788889,4.182146967,14.005594682353,26.606201054818,,,
UTI,2002-11-14T00:00:00.008Z,8.0,UTI Fixed Term Income Fund   Series XXIX   VIII (1127 Days) Direct   Growth,307.1599,Debt,14-Jun-2018,Nil,,FMP,12.765,5000,0.0,27.65,0.2788797675,4.1896226646,14.690026954177,26.57160988379,,,
UTI,2002-11-14T00:00:00.724Z,8.0,UTI Fixed Term Income Fund Series XXIII XV (1176 Days) Direct Growth,168.0735,Debt,04-Feb-2016,Nil,0.04137242,FMP,12.8778,5000,0.0,,,,,,,,
IDFC,1999-12-20T00:00:00.363Z,9.0,Bandhan Asset Allocation Conservative Direct  Growth,6.4836,Other,02-Apr-2013,"If unit beyond 10%, Exit load of 1% if redeemed within 1 year.",0.28,FoF Overseas/Domestic,29.667,1000,100.0,135.996857,1.8511732088,9.851798221,13.044205468568,25.890366306413,34.804150442197,42.218630142227,133.25541994792
IDBI,2010-03-29T00:00:00.104Z,29.0,IDBI Short Term Bond Fund Direct Growth,25.5995,Debt,01-Jan-2013,Nil,0.28,Short Duration,25.7972,5000,500.0,119.426603,0.4936530324,6.816280553,18.653853231267,24.920691041356,34.562310553691,39.855115685136,112.88317733868
RELIANCE,1995-06-30T00:00:00.671Z,6.0,Nippon India Japan Equity Fund Direct Growth,296.6836,Equity,26-Aug-2014,Exit load of 1% if redeemed within 1 year.,1.19,Sectoral / Thematic,17.7452,5000,100.0,77.385,1.8611034546,16.5029095351,-1.6462069042,22.161771288867,36.689732762075,37.283203442431,
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.575Z,11.0,Franklin India Life Stage FoF The 40s Plan Direct Growth,16.29559477,Other,01-Jan-2013,Exit load of 0.75% if redeemed within 1 year,0.5,FoF Overseas/Domestic,64.2417,5000,2000.0,138.767022,1.0777777953,5.7351227509,35.66180895927,24.712348020554,32.610230369085,36.298771561326,
PEERLESS,2009-12-04T00:00:00.327Z,36.0,Navi Regular Savings Fund Direct Growth,27.129157,Hybrid,02-Jan-2013,"For units in excess of 15% of the investment,1% will be charged for redemption within 365 days",0.39,Conservative Hybrid,27.7379,10,10.0,132.699887,1.6403508772,9.2593538451,13.039766837798,24.341266895894,31.890271664896,40.120828567541,123.44282316642
Sundaram,1996-02-26T00:00:00.341Z,17.0,Sundaram Low Duration Fund Direct Growth,403.45149658,Debt,02-Jan-2013,Nil,0.33,Low Duration,3208.4251,1000,1000.0,75.542308,0.6281222493,7.129830207,19.497524284871,24.358598055039,29.469180213396,29.779053266666,97.186430989208
Tata,1995-06-30T00:00:00.142Z,14.0,Tata Medium Term Fund Direct Growth,76.10913593,Debt,01-Jan-2013,"For units more than 12% of the investments, an exit load of 1% if redeemed within 365 days.",0.45,Medium Duration,32.7645,5000,500.0,79.715654,-0.0576511283,2.5900749281,10.774333366015,24.053446213027,14.193453947253,17.644629879642,
RELIANCE,1995-06-30T00:00:00.893Z,6.0,Nippon India Ultra Short Duration Fund Direct Growth,5335.5382,Debt,31-Dec-2012,Nil,0.37,Ultra Short Duration,3839.7254,100,100.0,106.78866,0.6147487701,7.1666444909,12.187021023686,23.837766266647,25.086494269961,33.239745713713,97.956791841993
Sundaram,1996-02-26T00:00:00.874Z,17.0,Sundaram Short Duration Fund Direct Growth,194.09522106,Debt,01-Jan-2013,Nil,0.28,Short Duration,41.0684,5000,250.0,103.025345,0.6551004953,7.3727911822,18.481870083112,23.649183654422,33.915686025165,33.918305992219,105.32122842188
,,,BNP Paribas Short Term Fund Direct Growth,247.5448,Debt,02-Jan-2013,Nil,0.35,Short Duration,26.9804,5000,500.0,105.104671,0.2102830648,5.315622401,13.589350537779,23.515512306811,33.465449417353,42.400021117651,
HDFC,1999-12-10T00:00:00.514Z,2.0,HDFC Credit Risk Debt Fund Direct Growth,8513.8323,Debt,25-Mar-2014,"For units in excess of 15% of the investment, 1% will be charged for redemption within 12 months and 0.50% if redeemed after 12 months but within 18 months",0.95,Credit Risk,22.2054,100,100.0,121.841,0.6711683503,7.4238535664,11.864637540844,23.11641174773,35.681738949608,47.193359608264,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.311Z,3.0,ICICI Prudential Credit Risk Fund Direct Plan Growth,7671.77330753,Debt,02-Jan-2013,Exit load of 1% if units in excess of 10% are redeemed or switched-out within 1 year,0.92,Credit Risk,29.5714,100,100.0,145.920297,0.6983750072,7.5613960285,13.382862498943,23.090909849157,36.629850110634,48.637038902178,138.2634527519
RELIANCE,1995-06-30T00:00:00.025Z,6.0,Nippon IndiaRetirement Fund   Income Generation Scheme Direct Growth,171.3811,Solution Oriented,11-Feb-2015,Nil,1.05,Retirement,18.956,500,500.0,90.453,1.6177482779,13.8017985719,14.934974804622,23.240238646805,32.383136968685,51.577833135689,
Tata,1995-06-30T00:00:00.867Z,14.0,Tata Dynamic Bond Direct Growth,145.9190196,Debt,01-Jan-2013,Nil,0.27,Dynamic Bond,38.2366,5000,500.0,126.359223,0.4407809019,5.6869850273,12.903235331461,23.763469051526,35.210082250684,38.233390815194,
UTI,2002-11-14T00:00:00.895Z,8.0,UTI Short term Income Direct Growth,2374.568,Debt,01-Jan-2013,Nil,0.34,Short Duration,28.9309,500,500.0,111.360181,0.604287414,7.4778025964,16.301226623768,22.394623123447,37.496671738303,31.529322938934,103.63279159508
SBI,1987-06-29T00:00:00.545Z,1.0,SBI Credit Risk Fund Direct Growth,2773.0449,Debt,02-Jan-2013,"For units in excess of 8% of the investment, exit load of 3% if redeemed within 12 months, 1.5% if redeemed after 12 months but within 24 months and 0.75% if redeemed after 24 months but within 36 months",0.9,Credit Risk,41.9765,5000,500.0,140.811205,0.5997519426,8.8889581337,13.594905093551,22.383647119596,34.094935373083,43.582201982503,129.41025220198
Axis,2009-09-04T00:00:00.258Z,7.0,Axis Credit Risk Fund Direct Growth,535.702401,Debt,15-Jul-2014,"For units in excess of 10% of the investment,1% will be charged for redemption within 12 months",0.8,Credit Risk,20.3556,5000,1000.0,103.411,0.6486887679,7.6772820632,12.68433473304,22.524199328984,33.891733916088,40.649136029538,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.071Z,3.0,ICICI Prudential Medium Term Bond Fund Direct Plan Growth,6553.88102519,Debt,23-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 1 year",0.74,Medium Duration,41.8108,5000,1000.0,136.402277,0.6080986813,7.8792474633,12.458794237377,21.883341687162,35.764158262218,46.388158746714,131.67894532765
UTI,2002-11-14T00:00:00.753Z,8.0,UTI Treasury Advantage Fund Direct Growth,3397.3086,Debt,01-Jan-2013,Nil,0.34,Low Duration,3125.9669,500,500.0,101.218842,0.6113891509,6.7976011473,16.316503065976,21.411558624322,32.066434066971,26.670835056919,92.187700842893
BIRLA_SUN_LIFE,1994-12-23T00:00:00.449Z,4.0,Aditya Birla Sun Life Dynamic Bond Retail Fund Direct Growth,1654.6738,Debt,01-Jan-2013,Exit load of 0.50% if units in excess of 15% are redeemed or switched-out within 90 days,0.64,Dynamic Bond,42.1521,1000,1000.0,116.839929,0.5877033279,7.6085014269,14.234304543877,21.649847487511,24.143252181441,35.601333007372,109.15089752622
IDFC,1999-12-20T00:00:00.252Z,9.0,Bandhan Regular Savings Fund Direct Plan Growth,141.4813,Hybrid,01-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 365 days",1.16,Conservative Hybrid,29.8896,1000,100.0,131.712598,1.100206141,7.6840701891,9.833157400891,21.23345308606,30.3725489343,38.944400910654,127.40622130482
UTI,2002-11-14T00:00:00.923Z,8.0,UTI Banking & PSU Debt Fund Direct Growth,975.134,Debt,03-Feb-2014,Nil,0.23,Banking and PSU,19.2407,500,500.0,92.512,0.4974968548,6.9843951452,16.945394461082,21.173515952993,31.53050975998,32.707407024437,
DSP,1996-12-16T00:00:00.695Z,10.0,DSP Global Allocation Fund Direct Growth,70.0507,Other,21-Aug-2014,Nil,1.38,FoF Overseas/Domestic,18.3402,100,100.0,83.694,2.4255062896,11.166652546,1.645077218474,22.034731541394,45.554384602584,48.362866880966,
Axis,2009-09-04T00:00:00.529Z,7.0,Axis Strategic Bond Fund Direct  Growth,1898.228404,Debt,07-Jan-2013,Exit load of 1% will be charged on investment in excess of 10% if redeemed within 12 months.,0.34,Medium Duration,26.0201,5000,1000.0,139.536168,0.5959696682,8.0215146585,12.596848084235,21.278766896693,34.705854953654,44.736695768225,134.10264251408
IDBI,2010-03-29T00:00:00.526Z,29.0,IDBI Dynamic Bond Fund Direct Growth,16.0149,Debt,01-Jan-2013,Nil,0.42,Dynamic Bond,19.9218,5000,500.0,83.237829,1.1638889735,2.6738133278,8.970670284107,21.139041920537,28.908646193267,33.909162403963,
LIC,1994-04-20T00:00:00.153Z,20.0,LIC MF Debt Hybrid Fund Direct Growth,60.7754,Hybrid,09-Jan-2013,"Exit Load for units in excess of 12% of the investment,1% will be charged for redemption within 90 days.",1.33,Conservative Hybrid,77.0558,5000,1000.0,119.050743,1.3715012456,7.6878811971,11.388848951893,20.792211963317,32.915303494809,43.019538057122,110.67123492542
HSBC,2002-05-27T00:00:00.954Z,21.0,HSBC Medium Duration Fund Direct Growth,692.77757367,Debt,02-Feb-2015,Nil,0.4,Medium Duration,18.9263,5000,1000.0,89.384,0.6125452237,7.9670940488,11.123889547369,20.882375469144,31.608061153578,41.3334527381,
HSBC,2002-05-27T00:00:00.553Z,21.0,HSBC Credit Risk Fund Direct Growth,200.90977417,Debt,01-Jan-2013,"Exit Load for units in excess of 10% of the investment, 3% will be charged for redemption within 1 year and 2% if redeemed after 1 year upto 2 year.",0.85,Credit Risk,26.8581,5000,1000.0,108.382805,0.719229917,7.2473505299,12.558131726071,20.672633430979,23.472319422446,30.012702044932,105.37617938978
Edelweiss,2008-04-30T00:00:00.180Z,15.0,BHARAT Bond FOF   April 2023 Direct   Growth,3196.3036,Other,27-Dec-2019,Exit load of 0.10% if redeemed within 30 days.,0.06,FoF Overseas/Domestic,12.3105,1000,500.0,20.633,0.6004353156,4.4414430794,8.774413446105,,,,
HDFC,1999-12-10T00:00:00.005Z,2.0,HDFC Dynamic Debt Fund Direct Plan Growth,637.8106,Debt,01-Jan-2013,Nil,0.49,Dynamic Bond,84.2967,100,100.0,119.437506,0.614502302,8.0932034658,9.638813960163,20.227549788087,32.536167607325,37.879114525659,111.70429924166
KOTAK_MAHINDRA,1994-08-05T00:00:00.815Z,5.0,Kotak Gilt Investment PF & Trust Direct Growth,2415.8054,Debt,21-Jan-2013,Nil,0.4,Gilt,95.3929,5000,100.0,131.459448,0.6367663927,9.2532487933,11.718698890664,16.205322750371,30.444645107785,51.162342229844,130.45434390754
HDFC,1999-12-10T00:00:00.641Z,2.0,HDFC Medium Term Debt Fund Direct Plan Growth,4255.517,Debt,01-Jan-2013,Nil,0.58,Medium Duration,52.146,100,100.0,130.038318,0.6099889303,7.7610281663,11.205920784776,20.185358818827,32.127037191809,44.746961877809,123.97734883481
KOTAK_MAHINDRA,1994-08-05T00:00:00.307Z,5.0,Kotak Medium Term Fund Direct Growth,2091.4111,Debt,21-Mar-2014,Nil,0.61,Medium Duration,21.1621,100,100.0,111.455,0.6645751908,6.8677792041,11.441671717304,20.183126449324,31.082044447199,39.468390330772,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.993Z,3.0,ICICI Prudential All Seasons Bond Fund Direct Plan Growth,10600.49266594,Debt,02-Jan-2013,Exit load of 0.25% if redeemed within 1 month,0.62,Dynamic Bond,33.8007,5000,100.0,169.819166,0.6621392696,8.9220708096,13.097507944472,20.131392878207,36.063825506056,50.520425243963,157.88478113297
ICICI_PRUDENTIAL,1993-10-12T00:00:00.733Z,3.0,ICICI Prudential Floating Interest Fund Direct Plan  Growth,11158.24272457,Debt,01-Jan-2013,Nil,0.62,Floater,395.7967,500,100.0,131.47886,0.9512503674,9.1885035141,12.160125435358,19.861842744088,32.066465349725,43.463554737807,121.35995507875
BIRLA_SUN_LIFE,1994-12-23T00:00:00.929Z,4.0,Aditya Birla Sun Life Short Term Direct Fund  Growth,6048.91373689,Debt,01-Jan-2013,Nil,0.39,Short Duration,43.9797,1000,1000.0,141.314268,0.6269506339,7.4257232117,11.871849702153,19.556168587378,32.596009944964,45.993488588418,128.95913221074
ICICI_PRUDENTIAL,1993-10-12T00:00:00.000Z,3.0,ICICI Prudential Short Term Fund Direct Plan Growth,17968.36466835,Debt,01-Jan-2013,Nil,0.4,Short Duration,55.9715,5000,1000.0,138.569138,0.6967932391,8.3734184694,12.835759481543,19.504989201279,34.363568675017,47.375298351361,130.54060514148
DSP,1996-12-16T00:00:00.848Z,10.0,DSP Credit Risk Direct Plan Growth,195.9282,Debt,01-Jan-2013,Exit load of 1% if units in excess of 10% are redeemed within 12 months,0.4,Credit Risk,37.8968,100,100.0,107.880075,0.6934141608,7.5301606771,16.855811657255,24.521763146992,29.019268505396,26.92302536329,100.81659057527
Tata,1995-06-30T00:00:00.491Z,14.0,Tata Income Fund Direct Growth,52.3105789,Debt,01-Jan-2013,Nil,1.14,Medium to Long Duration,72.1992,5000,500.0,106.982438,-0.4891522326,0.4965027665,6.174357285082,19.009997280212,32.307844549387,33.161438823444,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.119Z,3.0,ICICI Prudential Global Advantage Fund (FOF) Direct   Growth,372.21243606,Other,07-Oct-2019,Exit load of 1% if redeemed within 1 months.,0.43,FoF Overseas/Domestic,13.7842,100,100.0,38.692,3.3600596681,12.1288130108,-2.233876823088,19.416915645637,,,
RELIANCE,1995-06-30T00:00:00.821Z,6.0,Nippon India Corporate Bond Fund Direct Growth,2438.2761,Debt,31-Dec-2012,Nil,0.34,Corporate Bond,53.6696,1000,100.0,124.65045,0.6255322182,7.6979132163,11.792727068134,19.404802179409,30.958582423832,41.656742862122,116.43643845564
Sundaram,1996-02-26T00:00:00.626Z,17.0,Sundaram Short Term Debt Fund Direct Plan Growth,361.73964594,Debt,08-Jan-2013,Nil,0.28,Short Duration,39.0994,5000,250.0,99.166645,0.2672123749,13.6204206054,24.916614484159,19.27276055092,27.866911721422,36.488797972534,
Invesco,2006-07-24T00:00:00.507Z,16.0,Invesco India Credit Risk Fund Direct Growth,135.4527,Debt,04-Sep-2014,"Exit load of 4%, if redeemed within 1 year.",0.28,Credit Risk,1772.9108,1000,1000.0,77.13868,0.5571557361,10.6646494405,13.798677499699,19.25128163769,31.509636304176,24.023956952429,
JM_FINANCIAL,1994-09-15T00:00:00.095Z,32.0,JM Money Market Fund Direct Plan Growth,24.13797132,Debt,02-Jan-2013,Nil,,Money Market,28.7506,5000,500.0,,,,,,,,
